,question,right_answer,right_chunk,rag_answer,rag_chunks,rag_metas,type,normalized_right_chunk,multiple_chunks,top1,topk,retriv_semantic_sim,exact_match,f1,gen_sim
131,"What does BoJack ask Charlie Rose regarding the ""disabled spot""?",If that is the proper nomenclature.,"BOJACK: I'm sorry, disabled spot. Is that the proper nomenclature?","BoJack asks Charlie Rose ""Is that the proper nomenclature?"" regarding the ""disabled spot"".","['ENT: Charlie Rose interviewing BoJack', ""BOJACK: That's a great question, Charlie."", ""BOJACK: I'm sorry, disabled spot. Is that the proper nomenclature?"", 'CHARLIE ROSE: You parked in a-', ""BOJACK: I parked in a handicapped spot. I hope that's okay.""]","[{'role': 'ENT', 'chunk': 0, 'tokens': 7, 'source_para': 11}, {'role': 'BOJACK', 'source_para': 35, 'tokens': 12, 'chunk': 0}, {'source_para': 20, 'chunk': 0, 'tokens': 19, 'role': 'BOJACK'}, {'role': 'CHARLIE ROSE', 'chunk': 0, 'tokens': 11, 'source_para': 19}, {'role': 'BOJACK', 'source_para': 18, 'chunk': 0, 'tokens': 18}]",Character Identity & Core Facts,"[""BOJACK: I'm sorry, disabled spot. Is that the proper nomenclature?""]",False,0,1,1.0,0,0.3157894736842105,0.38966017961502075
132,What phrase does the crowd chant on the TV show BoJack watches?,"""Maury! Maury! Maury!""",CROWD Maury! Maury! Maury! Maury!,"Neigh way, Jose.","[""BOJACK ON TV: Now, that's a horse of a different -"", ""BOJACK ON TV: You're wearing that to the prom?"", 'BOJACK: You know, that gets funnier every time.', 'BOJACK: Oh, jeez, here we go.', 'BOJACK ON TV: Neigh way, Jose.']","[{'chunk': 0, 'role': 'BOJACK ON TV', 'tokens': 16, 'source_para': 128}, {'tokens': 14, 'chunk': 0, 'source_para': 93, 'role': 'BOJACK ON TV'}, {'role': 'BOJACK', 'source_para': 166, 'tokens': 14, 'chunk': 0}, {'role': 'BOJACK', 'source_para': 163, 'chunk': 0, 'tokens': 14}, {'tokens': 12, 'chunk': 0, 'source_para': 95, 'role': 'BOJACK ON TV'}]",Plot & Motivation,['CROWD Maury! Maury! Maury! Maury!'],False,0,0,0.20489424467086792,0,0.0,0.21112394332885742
133,Who is the father of one-year-old Phoenix?,"The turtle (or ""you"" addressing the turtle).","MAURY: In the case of one-year-old Phoenix, you are the father.","MAURY: In the case of one-year-old Phoenix, you are the father.","['MAURY: In the case of one-year-old Phoenix, you are the father.', 'Three little orphans One, two, three Without a home Or a family tree', 'Clydesdale', 'BOJACK: Little Sabrina grew up right before our eyes, right, Todd? Todd? Todd!', 'DIANE: Hey, do you know the story of the dad from The Brady Bunch?']","[{'chunk': 0, 'source_para': 40, 'role': 'MAURY', 'tokens': 17}, {'role': 'UNKNOWN', 'source_para': 103, 'chunk': 0, 'tokens': 16}, {'source_para': 182, 'tokens': 4, 'chunk': 0, 'role': 'UNKNOWN'}, {'role': 'BOJACK', 'tokens': 22, 'chunk': 0, 'source_para': 270}, {'chunk': 0, 'tokens': 19, 'source_para': 420, 'role': 'DIANE'}]",Plot & Motivation,"['MAURY: In the case of one-year-old Phoenix, you are the father.']",False,1,1,1.0000001192092896,0,0.11764705882352941,0.2553039491176605
134,What does the turtle do after hearing the bad news?,He hides in his shell.,"delivering the 'bad' news to a turtle, who promptly hides in his shell","After hearing the bad news, the turtle hides in his shell.","[""Maury Povich is on the television delivering the 'bad' news to a turtle, who promptly hides in his shell"", ""BOJACK: Who does he think he's fooling? Turtles don't have hair."", 'is rummaging through a dumpster and disturbs another raccoon', 'TURTLETAUB:  Slow and steady, am I right, ladies? [girls giggle] Ha-cha-cha.', 'A turtle is sitting with two attractive women']","[{'chunk': 0, 'role': 'UNKNOWN', 'tokens': 24, 'source_para': 39}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 20, 'source_para': 116}, {'source_para': 65, 'chunk': 0, 'tokens': 13, 'role': 'UNKNOWN'}, {'role': 'TURTLETAUB', 'chunk': 0, 'tokens': 28, 'source_para': 115}, {'role': 'UNKNOWN', 'source_para': 114, 'chunk': 0, 'tokens': 8}]",Character Identity & Core Facts,"[""Maury Povich is on the television delivering the 'bad' news to a turtle, who promptly hides in his shell""]",False,1,1,1.0,0,0.5000000000000001,0.7018294930458069
135,How does Todd greet BoJack in the morning?,"""Morning, sunshine.""","TODD: Morning, sunshine.","Todd greets BoJack in the morning with ""Morning, sunshine"".","['TODD: Today is Wednesday, BoJack.', 'Bojack purposely cuts off Todd with the blender. Todd patiently waits to resume speaking', 'BOJACK: Todd! I need help.', ""TODD: Hey, BoJack, guess what I found in the mail? A personalized letter from my parents! Maybe they're finally apologizing for kicking me out!"", 'TODD: Morning, sunshine.']","[{'role': 'TODD', 'chunk': 0, 'tokens': 11, 'source_para': 530}, {'tokens': 16, 'role': 'UNKNOWN', 'source_para': 54, 'chunk': 0}, {'tokens': 10, 'role': 'BOJACK', 'source_para': 431, 'chunk': 0}, {'role': 'TODD', 'source_para': 495, 'tokens': 35, 'chunk': 0}, {'chunk': 0, 'tokens': 8, 'source_para': 42, 'role': 'TODD'}]",Relationship Dynamics,"['TODD: Morning, sunshine.']",False,0,1,1.0,0,0.1818181818181818,0.5954118967056274
136,What does Todd say when BoJack corrects him about being roommates?,That they don't need to put labels on things.,"TODD: Well, we don't need to put labels on things.","The context does not mention Todd saying anything when BoJack corrects him about being roommates. In fact, BoJack says ""we're not roommates"" first, but Todd only waits patiently for BoJack to finish speaking and then continues his conversation.","[""BOJACK: First of all, we're not roommates. You are my houseguest."", 'Bojack purposely cuts off Todd with the blender. Todd patiently waits to resume speaking', 'TODD: Today is Wednesday, BoJack.', ""TODD: Hey, BoJack, guess what I found in the mail? A personalized letter from my parents! Maybe they're finally apologizing for kicking me out!"", 'TODD: Hey, BoJack, can I borrow three bucks? I need to buy a scratch-off ticket. I feel like today\'s my day, and if I win, I can finally pay you back for... everything. BOJACK: You want to settle your debt to me with a future lottery winning? That\'s about as responsible a financial plan as your ""alternative lifestyle."" TODD: Exactly! You gotta believe in the dream! By the way, I found your old costumes from \'Horsin\' Around\' in your closet. I thought it\'d be fun to wear them to the... BOJACK: [yelling] No! No one is seeing the ""Bachelor Horse"" costume outside of its allotted display window, which, by the way, was 1996! TODD: Well, I was just thinking. I saw you watching it. It really struck a chord with America. BOJACK: Stop the ""striking chords with America"" talk. Just don\'t touch my stuff. Go make yourself a carrot and vodka smoothie. Oh wait, that\'s what I drink for breakfast.']","[{'role': 'BOJACK', 'chunk': 0, 'source_para': 45, 'tokens': 20}, {'source_para': 54, 'tokens': 16, 'role': 'UNKNOWN', 'chunk': 0}, {'chunk': 0, 'role': 'TODD', 'tokens': 11, 'source_para': 530}, {'tokens': 35, 'source_para': 495, 'chunk': 0, 'role': 'TODD'}, {'chunk': 0, 'role': 'TODD', 'tokens': 229, 'source_para': 1}]",Relationship Dynamics,"[""TODD: Well, we don't need to put labels on things.""]",False,0,0,0.09834108501672745,0,0.0425531914893617,0.04459518566727638
137,What comparison does BoJack make about Todd's parasitism?,He's had tapeworms that were less parasitic.,BOJACK: I've had tapeworms that were less parasitic.,"There is no comparison made by BoJack about Todd's parasitism in the provided context. The conversation does not mention Todd being a parasite, but rather BoJack seems confused about people and a guy.","['BOJACK: Todd! I need help.', 'BOJACK: Todd, who was that guy? Who are all these people?', 'TODD: Today is Wednesday, BoJack.', 'BOJACK: What?', 'BOJACK: What?']","[{'role': 'BOJACK', 'tokens': 10, 'source_para': 431, 'chunk': 0}, {'chunk': 0, 'tokens': 17, 'role': 'BOJACK', 'source_para': 378}, {'source_para': 530, 'role': 'TODD', 'tokens': 11, 'chunk': 0}, {'tokens': 6, 'source_para': 184, 'chunk': 0, 'role': 'BOJACK'}, {'source_para': 223, 'tokens': 6, 'role': 'BOJACK', 'chunk': 0}]",Relationship Dynamics,"[""You sleep on my couch, and you don't pay rent. I've had tapeworms that were less parasitic.""]",False,0,0,0.10919520258903503,0,0.0,0.44789960980415344
138,What specific appliance does BoJack use to cut off Todd's speech?,A blender.,Bojack purposely cuts off Todd with the blender.,The specific appliance BoJack uses to cut off Todd's speech is a blender.,"['Bojack purposely cuts off Todd with the blender. Todd patiently waits to resume speaking', 'BOJACK: Todd! I need help.', 'BOJACK: What? What? What? No, no, wha [horn honks] [glass shatters] [car door opens and closes] [engine turns over] [tires squealing] [glass shattering] [engine revving] [tires screeching] [loud crash] [sirens blaring]', ""TODD: BoJack, let's have a party, okay? I'll organize the whole thing. You can invite the ghostwriter and have a nice, casual conversation in a fun, pressure-free environment."", 'Flashback to Bojack struggling to make his own cereal']","[{'chunk': 0, 'tokens': 16, 'source_para': 54, 'role': 'UNKNOWN'}, {'chunk': 0, 'tokens': 10, 'source_para': 431, 'role': 'BOJACK'}, {'source_para': 150, 'tokens': 72, 'role': 'BOJACK', 'chunk': 0}, {'chunk': 0, 'role': 'TODD', 'source_para': 370, 'tokens': 43}, {'tokens': 11, 'role': 'UNKNOWN', 'chunk': 0, 'source_para': 430}]",Plot & Motivation,['Bojack purposely cuts off Todd with the blender. Todd patiently waits to resume speaking'],False,1,1,1.0000001192092896,0,0.2666666666666667,0.4505946636199951
139,What did BoJack think Todd was instead of lazy?,A troubled gay teen.,"BOJACK: I thought you were, like, a troubled gay teen or something.","The context doesn't explicitly state what BoJack thought Todd was instead of lazy, it only mentions that BoJack calls Todd's ""alternative lifestyle"" irresponsible, implying that Todd is not lazy but possibly irresponsible or reckless with his finances.","['BOJACK: Todd, who was that guy? Who are all these people?', 'Bojack purposely cuts off Todd with the blender. Todd patiently waits to resume speaking', 'TODD: Today is Wednesday, BoJack.', 'BOJACK: Todd! I need help.', 'TODD: Hey, BoJack, can I borrow three bucks? I need to buy a scratch-off ticket. I feel like today\'s my day, and if I win, I can finally pay you back for... everything. BOJACK: You want to settle your debt to me with a future lottery winning? That\'s about as responsible a financial plan as your ""alternative lifestyle."" TODD: Exactly! You gotta believe in the dream! By the way, I found your old costumes from \'Horsin\' Around\' in your closet. I thought it\'d be fun to wear them to the... BOJACK: [yelling] No! No one is seeing the ""Bachelor Horse"" costume outside of its allotted display window, which, by the way, was 1996! TODD: Well, I was just thinking. I saw you watching it. It really struck a chord with America. BOJACK: Stop the ""striking chords with America"" talk. Just don\'t touch my stuff. Go make yourself a carrot and vodka smoothie. Oh wait, that\'s what I drink for breakfast.']","[{'tokens': 17, 'role': 'BOJACK', 'source_para': 378, 'chunk': 0}, {'tokens': 16, 'source_para': 54, 'chunk': 0, 'role': 'UNKNOWN'}, {'chunk': 0, 'tokens': 11, 'role': 'TODD', 'source_para': 530}, {'role': 'BOJACK', 'source_para': 431, 'chunk': 0, 'tokens': 10}, {'chunk': 0, 'role': 'TODD', 'source_para': 1, 'tokens': 229}]",Character Identity & Core Facts,"['I thought you were, like, a troubled gay teen or something.']",False,0,0,0.17548289895057678,0,0.0,0.16493114829063416
140,Who ate the Toaster Strudels?,Todd.,"TODD: Also, if you're looking for the Toaster Strudels, I got really high last night and ate them all.",The person who ate the Toaster Strudels is UNKNOWN. The UNKNOWN person admitted to eating the Toaster Strudels after getting high the night before.,"[""TOD: That's on you for making assumptions. Also, if you're looking for the Toaster Strudels, I got really high last night and ate them all."", 'Am I dying? Toast. I smell burning toast!', ""BOJACK: Yeah, but I didn't even eat that much bread. What did I have? I must have had-"", 'CAROLYN: Oh, my God, my toast!', 'DIANE: Mr. Peanutbutter?']","[{'chunk': 0, 'source_para': 59, 'tokens': 36, 'role': 'TOD'}, {'source_para': 330, 'chunk': 0, 'role': 'UNKNOWN', 'tokens': 11}, {'tokens': 26, 'role': 'BOJACK', 'source_para': 199, 'chunk': 0}, {'source_para': 331, 'tokens': 12, 'role': 'CAROLYN', 'chunk': 0}, {'source_para': 415, 'role': 'DIANE', 'tokens': 9, 'chunk': 0}]",Plot & Motivation,"[""TOD: That's on you for making assumptions. Also, if you're looking for the Toaster Strudels, I got really high last night and ate them all.""]",False,1,1,1.0,0,0.0,0.17381247878074646
141,Why did Todd eat the Toaster Strudels?,He got really high.,TODD: I got really high last night and ate them all.,Todd got really high last night and ate them all.,"[""TOD: That's on you for making assumptions. Also, if you're looking for the Toaster Strudels, I got really high last night and ate them all."", 'TODD: What?', 'TODD: Mr. Peanutbutter, what if we made a clothing line exclusively for people who only eat cereal for dinner?', ""TODD: Maybe 'Breakfast Wear'?"", 'TODD: Ow. Why?']","[{'chunk': 0, 'role': 'TOD', 'tokens': 36, 'source_para': 59}, {'chunk': 0, 'source_para': 271, 'tokens': 6, 'role': 'TODD'}, {'source_para': 477, 'tokens': 27, 'role': 'TODD', 'chunk': 0}, {'chunk': 0, 'source_para': 481, 'tokens': 10, 'role': 'TODD'}, {'role': 'TODD', 'chunk': 0, 'tokens': 8, 'source_para': 295}]",Plot & Motivation,"['TODD: I totally hear what you are saying, and I will do my best.']",False,0,0,0.18346717953681946,0,0.28571428571428575,0.5179383754730225
142,What animals are seen in the diner scene description?,Raccoons.,A raccoon is rummaging through a dumpster and disturbs another raccoon,"One animal is seen in the diner scene description, which is a horse.","['ENT: Diner', 'ENT: Back at the diner', 'PRINCESS CAROLYN: Where is the horse who was supposed to be at the table read?', 'ENT: At a fancy diner 10 hours earlier', 'WAITER: You ate nine baskets, sir.']","[{'chunk': 0, 'role': 'ENT', 'source_para': 62, 'tokens': 4}, {'tokens': 6, 'source_para': 155, 'chunk': 0, 'role': 'ENT'}, {'tokens': 21, 'source_para': 544, 'role': 'PRINCESS CAROLYN', 'chunk': 0}, {'role': 'ENT', 'source_para': 111, 'tokens': 10, 'chunk': 0}, {'role': 'WAITER', 'tokens': 10, 'source_para': 200, 'chunk': 0}]",Character Identity & Core Facts,['is rummaging through a dumpster and disturbs another raccoon'],False,0,0,0.1996588557958603,0,0.0,0.21125102043151855
143,Why couldn't Pinky invite BoJack to his office initially?,The electric company shut off their power.,"PINKY: I would have invited you to my office, but the electric company shut off our power.","The context does not provide a clear reason why Pinky couldn't invite BoJack to his office initially. However, it implies that Pinky is experiencing some kind of desperation or difficulty, which BoJack is aware of and is teasing him about.","['BOJACK: What?', 'BOJACK: What?', ""BOJACK: Come on, Pinky, you're an editor at a major publishing house! Why the desperation?"", ""BOJACK: That's unfortunate."", 'BOJACK: What actions?']","[{'source_para': 184, 'chunk': 0, 'tokens': 6, 'role': 'BOJACK'}, {'role': 'BOJACK', 'tokens': 6, 'chunk': 0, 'source_para': 223}, {'source_para': 502, 'role': 'BOJACK', 'tokens': 24, 'chunk': 0}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 8, 'source_para': 68}, {'tokens': 7, 'role': 'BOJACK', 'source_para': 146, 'chunk': 0}]",Plot & Motivation,"['I would have invited you to my office, but the electric company shut off our power.']",False,0,0,0.15739576518535614,0,0.0425531914893617,0.02187919430434704
144,Who is eager to publish BoJack's memoirs?,Penguin.,PINKY: Penguin is very eager to publish your memoirs,"It's not explicitly stated that someone is eager to publish BoJack's memoirs. However, it can be inferred that Pinky, being an editor at a major publishing house, is likely interested in publishing BoJack's memoir, as BoJack mentions that he is an editor at a major publishing house and asks Pinky why he is desperate.","[""BOJACK: Aren't you an editor at a major publishing house?"", 'BOJACK: Well, finishing my memoir, I guess.', ""BOJACK: Come on, Pinky, you're an editor at a major publishing house! Why the desperation?"", 'BOJACK: Why did I say I could write a book?', 'BOJACK: I can see the headline now, ""Stupid BoJack writes a stupid book about his stupid life, nobody cares.""']","[{'role': 'BOJACK', 'chunk': 0, 'source_para': 77, 'tokens': 15}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 433, 'tokens': 13}, {'chunk': 0, 'tokens': 24, 'source_para': 502, 'role': 'BOJACK'}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 14, 'source_para': 291}, {'source_para': 308, 'role': 'BOJACK', 'chunk': 0, 'tokens': 28}]",Plot & Motivation,"['PINKY: Just an issue with the bank and a lack of money in it. Now, as you know, Penguin is very eager to publish your memoirs, but you keep missing your deadlines.']",False,0,0,0.47640952467918396,0,0.0,0.0574290007352829
